accountNumber,bankCode
"85325951","0012"
"58286276","0020"
"72484426","0078"
"34069473","0048"
"02978950","0012"
"06826668","0016"
"98328729","0021"
"64276813","0048"
"74621867","0010"
"05335904","0056"
"68619321","0022"
"69602338","0017"
"25072457","0070"
"47891898","0062"
"82785102","0076"
"61525211","0042"
"14944864","0035"
"02257466","0074"
"54601394","0016"
"24860813","0076"
"69849171","0016"
"20698536","0097"
"58445189","0054"
"31691412","0043"
"91939815","0138"
"28051761","0097"
"05951398","0021"
"86103316","1015"
"84631771","0002"
"00988632","0006"
"99048808","0022"
"20760922","0061"
"51278614","0036"
"24647242","0010"
"21109533","0054"
"80109936","0063"
"37748212","0048"
"40426687","0045"
"97650807","0012"
"60255970","0045"
"10036593","0035"
"58778358","0007"
"73826520","0021"
"30180909","0023"
"00224319","0002"
"18683208","0012"
"38695884","0035"
"42488112","0138"
"76171383","0013"
"83004807","1015"
"13429512","0055"
"32810294","0016"
"87563037","0063"
"00260672","0061"
"21811965","0007"
"11788222","0066"
"62135768","0021"
"18185006","0006"
"00666800","0036"
"45296615","0035"
"41175321","0055"
"67216650","0020"
"19176840","0012"
"67947902","0061"
"75883202","0012"
"70315959","0043"
"30704301","0069"
"11218257","0056"
"60820341","0032"
"56014506","0064"
"56380462","0050"
"56288524","0003"
"16011439","0020"
"25117872","0045"
"63199533","0062"
"23543369","0056"
"66428559","0007"
"45163146","0012"
"69645107","0097"
"62536610","0066"
"81506870","0066"
"06223100","0023"
"83031391","0003"
"11086245","0035"
"20641123","0070"
"95340309","0043"
"22470089","0074"
"66582546","0074"
"52666625","0019"
"00528930","0055"
"84189420","0010"
"69557328","0070"
"88706777","0075"
"86000826","0068"
"55926707","1015"
"24194448","0089"
"76056941","0042"
"88423939","0097"
"36816131","0042"
"28526637","0005"
"55644874","0056"
"73969513","0017"
"80703888","0007"
"13509209","0006"
"91544671","0022"
"52311953","0062"
"32984794","0070"
"84843888","0001"
"09956057","0050"
"26404240","0021"
"68858491","0019"
"01189695","0061"
"95372985","0036"
"35857494","0076"
"84007291","0138"
"48030531","0070"
"03303947","0042"
"74311350","0007"
"43236879","0016"
"19946639","0063"
"40578503","0054"
"47261205","0063"
"85161932","0064"
"09296752","0064"
"92518373","0089"
"11828557","0010"
"49920803","0032"
"51315855","0006"
"18586659","0059"
"20134052","0076"
"24441832","0053"
"23724879","0032"
"99880109","0035"
"50265432","0079"
"41294020","0003"
"91282343","0064"
"55781989","0023"
"49992900","0002"
"69540936","0078"
"26993942","0035"
"53265215","0138"
"27775248","0002"
"23209168","0042"
"59012068","0079"
"16952774","0064"
"63363258","0007"
"41115684","0002"
"88408990","0045"
"14552236","0010"
"13297682","0053"
"57004301","0050"
"08511944","0068"
"22041072","0001"
"87153254","0010"
"60659711","0006"
"80266437","0062"
"32743647","0062"
"82305536","1015"
"73327181","0023"
"49550998","0056"
"23562261","0059"
"88855372","0002"
"91252613","0017"
"29754832","0003"
"27712766","0054"
"95135050","0013"
"30224662","0065"
"24002888","0059"
"10399807","0043"
"98406135","0059"
"38259329","0078"
"24541294","0017"
"95164264","0048"
"12176404","0048"
"75952787","0011"
"45576188","0138"
"02337374","0050"
"04314651","0017"
"08037531","0078"
"67263420","0020"
"66662852","0138"
"07733981","0048"
"26976555","0042"
"02732701","0089"
"94674685","0003"
"07161961","0066"
"64758933","0006"
"42454103","0070"
"72616057","0055"
"93583710","0007"
"62500558","0036"
"07372382","0043"
"26599542","0007"
"07605071","0018"
"14281397","0036"
"79283935","0019"
"69157918","0012"
"93901283","0045"
"41714326","0036"
"92240476","0089"
"27047012","0022"
"73636562","0062"
"02316284","0054"
"24550574","0059"
"49552567","0069"
"85558145","0023"
"67499248","0042"
"44918311","0019"
"23803158","0053"
"36965996","0043"
"83357176","0006"
"89450046","0070"
"63397587","0066"
"36928958","0053"
"63760366","0138"
"77336117","0054"
"55500225","0010"
"85291658","0035"
"79395440","0079"
"40296955","0053"
"91174600","0138"
"67588229","0074"
"90620533","0048"
"65384142","0048"
"01373620","0032"
"67479902","0079"
"05849877","0003"
"87140844","0069"
"62482460","0089"
"44262012","0021"
"84710644","0011"
"06946726","0078"
"71728512","0063"
"25983217","0010"
"27228318","0043"
"88568457","0021"
"16419847","0020"
"13688012","0061"
"44845147","0042"
"24636852","0064"
"16735987","0035"
"11389987","0011"
"29402926","0006"
"26762661","0089"
"98896264","0061"
"53065501","0079"
"37860548","0066"
"17674826","0003"
"97610390","0068"
"20374764","0064"
"01882638","0068"
"61693212","0055"
"00935830","0005"
"07862060","0042"
"40066000","0055"
"83790895","0056"
"70529961","0013"
"22977099","0056"
"28984558","0045"
"10981679","0022"
"17660740","0001"
"74127757","0089"
"28636817","0032"
"19369202","0022"
"04517084","0020"
"15457962","0005"
"42213611","0055"
"11199830","0079"
"18444892","0097"
"88198963","0019"
"95457884","0035"
"84263514","1015"
"10002270","0078"
"15816785","0005"
"21210476","0054"
"69168615","0042"
"21050070","0064"
"57434804","0018"
"95933634","0042"
"32525554","0016"
"62615548","0097"
"15067567","0010"
"02184660","0002"
"19921185","0003"
"99635707","0059"
"67130290","0066"
"70132440","0035"
"59132786","0019"
"85040095","0053"
"84868963","0032"
"24798931","0003"
"63386051","0068"
"89194183","0002"
"10173616","0010"
"85946576","0053"
"53839095","0020"
"86031026","0022"
"35332137","0019"
"42258306","0055"
"66515212","0020"
"26218628","0075"
"21072918","0062"
"14313542","0051"
"72644626","0070"
"12786812","0036"
"76139474","0036"
"85969078","0045"
"70104345","0022"
"84186124","0070"
"95391035","0007"
"45778754","0097"
"70540792","0048"
"72258471","0089"
"45238931","0002"
"34619703","0018"
"16781317","0075"
"33244870","0055"
"44236789","0078"
"50437644","0018"
"74586569","0036"
"82989140","0050"
"48782601","0074"
"11081711","0010"
"41499428","0074"
"27271149","0045"
"87460577","0016"
"16118166","0042"
"44528316","0005"
"88561606","0064"
"35598993","0023"
"12685146","0021"
"36774990","0019"
"16311250","0023"
"12257634","0012"
"64778148","0066"
"23408106","0045"
"77352927","0032"
"15117674","0076"
"07900811","0011"
"27141185","0020"
"70279891","0013"
"22095874","0032"
"45884847","0019"
"12836157","0018"
"22857297","0061"
"17192950","0062"
"89511115","0054"
"42193466","0097"
"82899173","0016"
"32436792","0023"
"45136045","1015"
"01093946","0050"
"04519706","0070"
"64961732","0013"
"23867942","0043"
"60133222","0078"
"47411828","0010"
"77222672","1015"
"78210180","0074"
"75529098","0016"
"12087349","0036"
"80810518","0066"
"93040150","0035"
"49697832","0059"
"42891697","0045"
"87368426","0062"
"64994511","0070"
"97784827","0064"
"26518762","0019"
"85078271","0070"
"14387865","0054"
"43741704","0066"
"35600731","0078"
"38216048","0043"
"93929376","0048"
"82992759","0053"
"34786593","0048"
"99421668","0061"
"77455778","0079"
"13038948","0003"
"39869843","0006"
"34580739","0070"
"20032311","0003"
"48770566","0019"
"91640514","0048"
"05670185","0078"
"95653065","0032"
"98417937","0023"
"74380051","0011"
"43213009","0010"
"55348162","0002"
"78651218","0006"
"17693390","0032"
"55287550","0089"
"79897639","0018"
"01059219","0006"
"96091290","0138"
"27118145","0035"
"25269238","0053"
"37758907","0018"
"96877638","0069"
"41553218","0035"
"12585494","0016"
"05049928","0021"
"41597229","0051"
"79249983","0050"
"97671689","0076"
"57487191","0036"
"08347489","0005"
"36015344","0021"
"48388655","0068"
"27949959","0003"
"43499419","0013"
"51071819","0138"
"37534222","0138"
"00181700","0010"
"35401081","0074"
"02535070","0069"
"55919547","0138"
"86820379","0059"
"88096779","0017"
"55706860","0016"
"56523393","0062"
"97307517","0053"
"57488203","0011"
"74806329","0076"
"07821454","0001"
"21689702","0048"
"09339548","0021"
"95018913","0021"
"50115287","0055"
"32050757","0023"
"90728156","0054"
"54772397","0051"
"41794497","0010"
"50600786","0020"
"23684154","0005"
"81516597","0097"
"57199279","0007"
"97059434","0010"
"28186886","0021"
"07486864","0075"
"57862208","1015"
"54645071","0054"
"93052636","0020"
"11005452","0074"
"21689344","0061"
"18447154","0097"
"98263333","1015"
"26109669","0012"
"80696775","0065"
"98557660","0075"
"60913975","0059"
"46506142","0007"
"06416665","0138"
"20176573","0079"
"99110443","0062"
"16943717","0001"
"93925524","0138"
"36058731","0003"
"60480496","0016"
"55374329","0022"
"67231303","0005"
"41491648","0020"
"38987368","0079"
"67629237","0074"
"14225773","0048"
"58636195","0032"
"75516754","0032"
"91132633","0001"
"19811842","0068"
"09413360","0048"
"77154679","0068"
"67182164","0055"
"32771848","0068"
"69396792","0022"
"48210697","0011"
"73189534","0066"
"22410341","0066"
"63813694","0012"
"05438332","0089"
"49758591","0003"
"22310928","0138"
"00695156","0010"
"69959976","0018"
"49724788","0013"
"08470476","0048"
"66071539","0050"
"61471972","0032"
"09856951","0035"
"82238668","0097"
"62275153","0017"
"74138722","0011"
"53787767","0059"
"62567417","0063"
"44255242","0063"
"08881366","0020"
"58986607","0050"
"64541361","0002"
"89776569","0097"
"24834921","0069"
"46650974","0048"
"39175515","0036"
"35133558","0055"
"94880889","0023"
"76741715","0032"
"95235338","0055"
"53510947","0089"
"43228551","0003"
"84112108","0013"
"78008782","0056"
"53644018","0075"
"16214385","0050"
"72624802","0035"
"79077158","0048"
"25231724","0013"
"35987595","0076"
"44564322","0053"
"35462338","0035"
"97804316","0002"
"36571551","1015"
"66889486","0036"
"61896882","0061"
"13131689","0074"
"04431425","0061"
"99541170","0002"
"09753074","0011"
"25410406","0022"
"44072441","0097"
"10662553","0076"
"00414168","0016"
"01555359","0017"
"46598003","0036"
"89787505","0089"
"65518464","1015"
"09793272","0010"
"34208817","0003"
"40060450","0021"
"73337593","0070"
"96200283","0097"
"40490216","1015"
"37914826","0075"
"64102846","0050"
"75340693","0062"
"27021344","0043"
"62640911","0005"
"80295732","0035"
"73707585","0078"
"73662135","0069"
"24035915","0050"
"28030445","1015"
"48465065","0048"
"27890825","0062"
"91896241","0075"
"30295355","0002"
"65117898","0013"
"76860682","0003"
"16846627","1015"
"13357425","0059"
"82290111","0016"
"22805128","0012"
"69039388","0022"
"33389092","0053"
"46974065","0001"
"65360400","0097"
"00841573","0048"
"35659339","0043"
"37584852","0036"
"95252810","0070"
"86357438","0045"
"43905986","0036"
"69398034","0032"
"78100246","0019"
"42427313","0050"
"52106081","0056"
"43148940","0065"
"57595574","0059"
"76988925","0059"
"53925661","0059"
"87886135","0023"
"11182866","0064"
"78309624","0054"
"15881544","0010"
"49747157","0056"
"32017156","0022"
"66816669","0068"
"21724759","0069"
"51310047","0056"
"29585773","0070"
"45268537","0043"
"60408649","0076"
"85378868","0076"
"94610686","0043"
"56744910","0075"
"19499180","0051"
"50124148","0032"
"50009851","0023"
"77304251","0048"
"96442521","0035"
"77050731","0064"
"18565108","0036"
"16311693","0064"
"13852954","0066"
"15313319","0076"
"38251802","0003"
"69156529","0069"
"30961259","1015"
"85568577","0054"
"96656568","1015"
"33083434","0070"
"18859162","0023"
"99711746","1015"
"53597818","0097"
"19984332","0011"
"20304201","0019"
"65572534","0011"
"31217101","0018"
"91084152","0017"
"13153390","0013"
"06478417","0050"
"26400791","0005"
"52524209","0079"
"13977896","0023"
"36475819","0019"
"28563139","0016"
"83893126","0051"
"36154820","0022"
"26603513","0068"
"21575811","0035"
"15338282","0032"
"10120369","0006"
"19677969","0065"
"32037183","0070"
"05286374","0053"
"77638539","0036"
"16542617","0022"
"22187618","0023"
"81755002","0036"
"71972883","0012"
"41842912","0069"
"97800168","0097"
"28447504","0070"
"63343251","0005"
"71014880","0007"
"12318568","0070"
"15521729","0001"
"29390020","0017"
"05333806","0059"
"35665750","0079"
"93999615","0054"
"54540825","0012"
"64936401","0054"
"68906749","0003"
"76259232","0022"
"80799983","0097"
"79654746","0020"
"80711338","0050"
"55280737","0065"
"96028652","0075"
"98408822","0074"
"12291965","1015"
"02888545","0035"
"31867181","0035"
"80840412","0017"
"65084508","0055"
"59384867","0138"
"20532693","0011"
"09175478","0022"
"25077777","0051"
"91958153","0013"
"55316419","0013"
"00106549","0018"
"00072640","0059"
"14352071","0061"
"38037149","0053"
"66988414","0019"
"23193810","0020"
"19875763","0022"
"74052599","0063"
"20796337","0007"
"91067334","0076"
"43872026","0079"
"56403107","0074"
"98391982","0066"
"75422520","0035"
"01575805","0043"
"77680994","0023"
"94632573","0002"
"64639610","0018"
"49994473","0012"
"69048825","0021"
"79504325","0043"
"26232401","0074"
"58230351","0065"
"77031567","0054"
"24354009","0020"
"89201456","0007"
"55386149","0062"
"62338156","0007"
"31943336","0022"
"77167489","0079"
"70891346","0076"
"65139398","0056"
"90794422","0056"
"25346408","0056"
"52139024","0055"
"41188371","0012"
"42702361","0054"
"71471737","0053"
"03817096","0005"
"75577961","0010"
"20052040","0089"
"30007786","0056"
"06023094","0065"
"65262697","0051"
"73627248","0051"
"09991404","0017"
"17966254","0079"
"11326134","0138"
"56883408","0051"
"26964846","0062"
"73822361","0023"
"88049867","0078"
"01499673","0003"
"65752622","0035"
"37035758","0017"
"04583363","0056"
"55451297","0079"
"47982485","0056"
"82246597","1015"
"67183697","0022"
"20615272","0075"
"28954285","0063"
"07817212","0055"
"29284191","0061"
"77836535","0070"
"72084043","0019"
"60992672","0045"
"61509382","0079"
"31150428","0021"
"64832905","0005"
"92138651","0023"
"99866140","0097"
"02408338","0055"
"18294078","0016"
"35784409","0089"
"35712858","0002"
"03513892","0005"
"68897899","0036"
"97517100","0138"
"26925053","0074"
"09833521","0011"
"67674979","0097"
"50520943","1015"
"41830166","0053"
"02834128","0043"
"42880497","0056"
"39978675","0007"
"54726839","0089"
"05296409","0023"
"23170102","0017"
"09910909","0075"
"47905275","0016"
"22264998","0019"
"71195016","0043"
"24400700","0079"
"17991396","0138"
"00011479","0001"
"57417891","0013"
"50870833","0078"
"96541502","0019"
"75816804","0062"
"46060650","0066"
"88441392","0045"
"84794729","0020"
"70841836","0045"
"53572767","0068"
"72605621","0064"
"01964954","0017"
"53677872","0054"
"81232803","0089"
"19852059","0054"
"67810959","0021"
"31561410","0036"
"80737181","0012"
"03894573","0035"
"74011578","0019"
"20827014","0016"
"50995311","0075"
"21964591","0063"
"01073168","0062"
"27722052","0066"
"12293917","0020"
"58236779","0055"
"53965285","0012"
"94648799","0074"
"92274754","0066"
"89907579","0021"
"44134119","0001"
"59755302","0069"
"03806061","0065"
"78296541","0035"
"56029586","0059"
"62448135","1015"
"47484802","0059"
"55526057","0023"
"88065003","0063"
"79685794","0019"
"25390621","0055"
"38110239","0055"
"55158758","0056"
"21052459","0069"
"49692022","0056"
"09085629","0020"
"32316252","0064"
"42938789","0079"
"20506271","0020"
"87884940","0075"
"20353639","0003"
"91959571","0010"
"68756691","0078"
"58658031","0056"
"57443516","0012"
"18040267","0079"
"15563916","0042"
"86292740","0018"
"15254145","0016"
"78142050","0055"
"37178262","0070"
"31214157","0059"
"14626379","0079"
"72903930","0035"
"55496490","0012"
"01514379","0017"
"84878020","0076"
"20488697","0056"
"00625054","0002"
"08444302","0138"
"66148336","0006"
"31640091","0035"
"32204294","0061"
"16525415","0065"
"23868074","0066"
"30610680","0061"
"96177007","0021"
"77590959","0013"
"90304684","0076"
"90466428","0054"
"00860102","0035"
"26821751","0032"
"44346019","0053"
"26792610","0062"
"03394487","0059"
"76249022","0061"
"17883734","0079"
"13827427","0051"
"81380707","0056"
"79442817","0066"
"67933434","0045"
"12614196","0006"
"67662172","0032"
"68391105","0066"
"16132728","0074"
"42768262","0011"
"15451631","0011"
"20467781","0061"
"78988105","0016"
"82648019","0066"
"70958937","0006"
"12961886","0051"
"49042834","0016"
"39089510","0023"
"54163514","0007"
"68645978","0059"
"29032728","0005"
"31707743","0089"
"48342035","0010"
"94059536","0061"
"04274250","0043"
"58807584","0066"
"85957831","0001"
"03135630","0022"
"58016503","0074"
"53786419","0001"
"00441692","0011"
"16889915","0020"
"53568767","0138"
"26953901","0013"
"13299400","0001"
"28226252","0007"
"76982620","0070"
"22119489","0019"
"72936999","0019"
"33869773","0063"
"70806431","0065"
"44765009","0059"
"12876353","0032"
"28565524","0066"
"23356093","0065"
"43480001","1015"
"57407902","0061"
"20181171","0013"
"37414813","0069"
"63102340","0076"
"30069954","0032"
"76267378","0076"
"36347891","0011"
"49928343","0056"
"63607116","0005"
"62007621","0050"
"51196911","0097"
"45441717","0097"
"83996406","0068"
"38929882","0062"
"82621113","0011"
"20963170","0074"
"65716736","0019"
"05475690","0068"
"23663765","0003"
"38872209","0001"
"81971275","0011"
"26739919","0074"
"74146283","0023"
"65709411","0059"
"12127824","0078"
"53668053","0022"
"92884763","0003"
"38379325","0011"
"42872534","0048"
"65294344","0032"
"65177292","0018"
"18547790","0035"
"08004537","0063"
"28258944","0012"
"92986059","0065"
"26060258","0043"
"99710360","1015"
"46543894","0001"
"43268402","0050"
"05930274","0020"
"73637305","0053"
"78007899","0066"
"03007427","0053"
"12231882","0059"
"43281718","0019"
"86728194","0097"
"97273327","0059"
"14793019","0011"
"86467497","0075"
"20517223","0003"
"93519267","0061"
"39914541","0065"
"54254100","0002"
"03768378","0064"
"10247769","0043"
"04816011","0064"
"03862235","0003"
"37878758","0020"
"27909453","0068"
"86464097","0063"
"82403457","0023"
"22147022","0079"
"66260640","0043"
"56528221","0019"
"94288552","0066"
"60929112","0007"
"15033078","0032"
"87253550","0012"
"54890297","0074"
"00755024","0074"
"48849706","0061"
"95437785","0063"
"12436403","0048"
"79863546","0043"
"87291563","0006"
"22527994","0016"
"11075572","0064"
"30745043","0045"
"77260225","0063"
"29908417","0054"
"18556565","0062"
"85668660","0021"
"43571727","0076"
"62321401","1015"
"69806624","0075"
"10216323","0003"
"20347178","0078"
"67369185","0005"
"49220031","0018"
"38896332","0064"
"74587183","0063"
"47468756","0055"
"57549316","0063"
"00836999","0070"
"10010893","0065"
"39949577","0079"
"91009224","0066"
"97458381","0016"
"76519818","0043"
"94400373","0053"
"76763167","0032"
"47765003","0097"
"01841094","0074"
"35686067","0011"
"15584700","0068"
"42917690","0005"
"12533720","0053"
"03405854","0010"
"63864679","0059"
"57372761","0036"
"52797399","0007"
"58795879","0017"
"39517809","0012"
"84077298","0010"
"28736018","0079"
"64291762","0017"
"99150809","0074"
"24909925","0138"
"26819689","0035"
"94180592","0069"
"38502455","0076"
"32219259","0074"
"29774819","0075"
"47795637","0070"
"10719954","0062"
"89017060","0020"
"59739055","0022"
"93090740","1015"
"65635071","1015"
"08904417","0070"
"34195873","0055"
"65576611","0035"
"52481031","0055"
"60643478","0061"
"97342046","0005"
"99449027","0061"
"02007218","0079"
"26730350","0003"
"93256425","1015"
"38403374","0076"
"44671284","0050"
"84417994","0012"
"88881429","0016"
"56698190","0021"
"58368090","0051"
"20650443","0001"
"05107921","0056"
"50952387","0050"
"98578612","0063"
"09247208","0023"
"50427435","0010"
"17556492","0022"
"65927032","0002"
"52812987","0013"
"45134494","0054"
"43213649","0043"
"67841755","0019"
"16534781","0011"
"17657889","0078"
"79490761","0062"
"10960555","0059"
"93734330","0022"
"48842279","0022"
"59968100","0042"
"53061426","0045"
"42107289","0005"
"85101045","0005"
"09607112","0051"
"11378186","0007"
"24818455","0064"
"57633521","0017"
"76361165","0078"
"13527114","0070"
"01060428","0061"
"47521929","0055"
"35922852","0022"
"68411708","0063"
"61480861","0078"
"82740958","0062"
"85293593","0006"
"87649873","0003"
"69515793","0089"
"85402495","0011"
"37670133","0066"
"73056543","0068"
"63356019","0005"
"18641005","0002"
"50941136","0035"
"06971205","0020"
"31396543","0069"
"83874796","0079"
"99103539","0056"
"09777614","0022"
"97252712","0036"
"38343099","0051"
"22973282","0054"
"07507173","0022"
"91459328","0012"
"77190710","0020"
"43336949","0059"
"86256674","0066"
"53295927","0068"
"79959585","0002"
"54881944","0007"
"19906261","0053"
"23410134","0065"
"77355449","0032"
"71863853","0021"
"59407215","0006"
"63431777","0078"
"55323983","0006"
"60612582","0097"
"98739363","0016"
"65263934","0065"
"93030182","0068"
"36056653","0078"
"11895749","0065"
"97826153","0035"
"79983722","0048"
"78866247","0079"
"16684882","0032"
"27630827","0064"
"98334386","0006"
"69532980","0062"
"50314461","0007"
"11460466","0019"
"50494936","0074"
"90803122","0042"
"04980009","0069"
"54499323","0017"
"63067232","0068"
"88798458","0036"
"51341133","0012"
"87458500","0022"
"70501871","0074"
"81268931","0078"
"93958306","0066"
"31542931","0018"
"23455798","0036"
"32779780","0032"
"12980361","0055"
"43829956","0048"
"49844348","0055"
"76545736","0017"
"73838923","0074"
"99600341","0056"
"92103737","0054"
"31809117","0010"
"49343427","0045"
"05992028","0068"
"99488724","0064"
"69612624","0075"
"52759044","0059"
"98430509","0068"
"79247571","0036"
"24624436","0079"
"17823781","0053"
"69628378","0017"
"66431975","0003"
"70125816","0079"
"92773403","0042"
"88088082","0070"
"88393900","0016"
"55476264","1015"
"40638947","0018"
"21774847","0007"
"08014603","0097"
"76039083","0001"
"26214036","0051"
"01310979","0056"
"48905763","0061"
"77479556","0006"
"35828894","0063"
"51188568","0062"
"47888142","0062"
"72503747","0032"
"90888750","0045"
"74653595","0022"
"33066681","0010"
"54327636","0074"
"89471880","0007"
"28335332","0013"
"34430369","0035"
"62780671","0032"
"49221405","0001"
"04760645","0017"
"94218874","0003"
"19085460","1015"
"86498583","0053"
"76480781","0043"
"91534291","0022"
"40177087","0075"
"05085489","0051"
"83906347","0070"
"06416885","0042"
"55638281","0019"
"13410453","0055"
"91594897","0061"
"93851349","0048"
"91316099","0050"
"59654126","0036"
"42811816","0064"
"98180641","0012"
"20620114","0068"
"23271147","0018"
"80230512","0021"
"39992540","0005"
"78044474","0054"
"03552386","0048"
"30518807","0036"
"07111908","0068"
"29786921","0064"
"83703906","0078"
"48941405","0079"
"69309604","0003"
"53276987","0066"
"43511548","0097"
"21100650","0074"
"00200719","1015"
"59393166","0002"
"61028392","0021"
"86684037","0076"
"71249786","0053"
"93387525","0055"
"02498847","0010"
"30963777","0032"
"33094183","0138"
"08995921","0045"
"60922517","0021"
"04498141","0048"
"97316166","0061"
"74824746","0048"
"18082639","0007"
"84012344","0089"
"83830838","0066"
"47436189","0066"
"36324022","0069"
"88312267","0062"
"42244871","0054"
"33618032","0018"
"29833488","0020"
"94174201","0054"
"09206481","0012"
"32612429","0007"
"80899059","0054"
"37311879","0068"
"63564341","0054"
"35053719","0001"
"14193313","0097"
"44032173","0074"
"59154443","0068"
"02324333","0050"
"58484525","0010"
"63302768","0062"
"52318357","0076"
"60158119","0068"
"29403166","0010"
"63738113","0035"
"14005779","0138"
"69350979","0011"
"06141944","0016"
"60768826","0002"
"72655745","0005"
"90345858","0078"
"36915156","0021"
"76890111","0065"
"22267988","0065"
"67736325","0064"
"19315190","0050"
"64189182","0138"
"50432277","0003"
"43451679","0023"
"75048954","0012"
"70216705","0138"
"14092293","0069"
"90704717","0022"
"10549112","0003"
"84345531","0050"
"47716545","0064"
"96575670","0076"
"95641943","0138"
"69610309","0007"
"08639653","0048"
"33970697","0042"
"28000497","0002"
"34265586","0010"
"02542468","1015"
"82795672","0042"
"01903190","0089"
"59408192","0056"
"93799060","0003"
"31312541","0002"
"90961019","0021"
"01628995","0016"
"59398320","0043"
"40315377","0051"
"29515475","0007"
"11509133","0075"
"70449900","0068"
"02427029","0061"
"01147827","0018"
"89564169","0065"
"66470032","0016"
"48898354","0069"
"31978182","0138"
"43345970","0043"
"31858339","0020"
"76890110","0054"
"98862620","0043"
"86841559","0022"
"51466773","0023"
"85420843","0070"
"85535746","0017"
"28571108","0012"
"87392847","0062"
"26683112","0023"
"49155654","0068"
"62893848","0019"
"75208247","0062"
"09362404","0069"
"76509560","0007"
"01380285","0011"
"60027909","0069"
"33890725","0068"
"96684791","0089"
"44273719","0063"
"17292090","0050"
"48137329","0012"
"90641001","0138"
"40165230","0032"
"00404743","0022"
"43288540","0007"
"71876351","0020"
"27812177","0075"
"91847664","0007"
"75636127","0012"
"86834911","0016"
"31298793","0022"
"26158030","0007"
"47389289","0089"
"37441377","0070"
"89420142","0042"
"19438739","0089"
"71271699","0089"
"91097434","0001"
"76588965","0045"
"16952157","0061"
"77573312","0012"
"98111190","0054"
"72686149","0050"
"17825273","0069"
"82384258","0063"
"24614746","0079"
"34904244","0036"
"57790189","0019"
"43455263","0020"
"73191216","0059"
"33183613","0017"
"03794922","0035"
"04748067","0020"
"52648533","0075"
"76662462","0023"
"15025275","0036"
"27294463","0066"
"95639220","0070"
"08185357","0062"
"13235520","0097"
"65342464","0138"
"54265769","0059"
"12138101","0021"
"00609663","0042"
"38973820","0074"
"72875633","0023"
"82359468","0069"
"17598493","0003"
"27778779","0089"
"27885514","0074"
"82173342","0010"
"25038657","0012"
"05215810","1015"
"90132217","0076"
"20323578","0097"
"81390019","0003"
"25291492","0006"
"22073820","0097"
"32824010","0064"
"07995542","0055"
"29608268","0050"
"82903734","0017"
"40628728","0023"
"40105382","0048"
"71775424","0050"
"94309361","0011"
"80409322","0010"
"91029515","0062"
"77559968","0010"
"13066261","0016"
"78589874","0011"
"06570450","0076"
"98154649","0070"
"31569546","0061"
"44313931","0035"
"36054500","0065"
"15730023","0007"
"02857074","0064"
"84427480","0032"
"87800997","0054"
"99154759","0075"
"16636077","0042"
"54273680","0036"
"96273659","0012"
"52055443","0068"
"56524095","0032"
"91886294","0053"
"75194871","0079"
"52696456","0012"
"11719113","0051"
"52091159","0064"
"77831003","0051"
"38217087","0006"
"59147673","0010"
"36051134","0068"
"70356699","0048"
"64350284","0075"
"41584439","0061"
"30376729","0054"
"15866548","0066"
"13089858","0018"
"92207468","0061"
"54813020","0013"
"87147018","0012"
"49360132","0075"
"74860462","0056"
"94783508","0003"
"73220692","0017"
"62255767","0074"
"37769621","0051"
"58454181","0017"
"13760463","0138"
"81100036","0089"
"28074903","0002"
"48889229","0036"
"13339810","0006"
"04096479","0061"
"71683564","0061"
"90109889","0016"
"69767058","0063"
"54611686","0138"
"24996262","0006"
"04891218","1015"
"35127469","0023"
"10263578","0055"
"62085325","0089"
"81786769","0089"
"26535455","0065"
"29237938","0050"
"91557448","0138"
"19929907","0035"
"84747993","0012"
"59248861","0048"
"74181237","1015"
"60765618","0055"
"98069056","0045"
"47160109","0061"
"93869954","0076"
"05539229","0011"
"89585175","0051"
"97757506","0036"
"16467814","0001"
"29297919","0070"
"26817098","0051"
"04874593","0051"
"24369589","0068"
"92649479","0065"
"27662167","0020"
"44665268","0097"
"43052810","0005"
"54179340","0066"
"84748895","0097"
"58572431","0017"
"05573348","0036"
"35609791","0012"
"48781045","0002"
"94485411","0074"
"38792243","0022"
"72910232","0075"
"51795317","0059"
"97374389","0032"
"94154544","1015"
"03932960","0035"
"20584990","0021"
"24869152","0010"
"86225135","0097"
"85973938","0061"
"44861606","0013"
"96134261","0065"
"43143431","0076"
"90474056","0069"
"59918116","0002"
"87999471","0032"
"37763636","1015"
"39152237","0017"
"92352622","0016"
"32343806","0010"
"77583751","0042"
"81944034","0097"
"13433902","0076"
"19332542","0055"
"11661725","0074"
"13097230","0063"
"56518552","0074"
"28954363","0065"
"25693853","0055"
"59088111","0012"
"21370963","0002"
"15838733","0006"
"63204719","0053"
"34113597","0089"
"86463276","0017"
"84793103","0010"
"86255643","0007"
"72836485","0021"
"10373749","0076"
"73258178","0051"
"20715636","0078"
"12462838","0089"
"79771277","0055"
"26300454","0075"
"60117599","0138"
"38472516","0055"
"27809343","0055"
"44636099","0138"
"81896310","0138"
"89916171","0056"
"15469594","0059"
"10993578","0018"
"94740409","0138"
"76124379","0051"
"89701235","0005"
"22062578","0032"
"57635850","0053"
"51749268","0003"
"00883078","0053"
"49256236","0097"
"41578264","0016"
"60529985","0076"
"76759134","1015"
"16764490","0050"
"45911187","0097"
"35877907","0055"
"63829706","0042"
"72501344","0054"
"27788341","0032"
"16347700","0063"
